,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist,song_type,Cluster_KNN_2,Cluster_kmean
945,0.431,0.174,0.0,-11.373,1.0,0.0351,0.418,9.74e-05,0.109,0.144,117.563,audio_features,0Q5YtY85lz5n7rQkeMNpoe,spotify:track:0Q5YtY85lz5n7rQkeMNpoe,https://api.spotify.com/v1/tracks/0Q5YtY85lz5n7rQkeMNpoe,https://api.spotify.com/v1/audio-analysis/0Q5YtY85lz5n7rQkeMNpoe,296172.0,4.0,Wasted Time - 2013 Remaster,Eagles,nothot,2,2
946,0.323,0.42,0.0,-10.658,0.0,0.0291,0.553,0.002,0.096,0.286,139.842,audio_features,10VbGCpgC4FtmYSwBLvIDX,spotify:track:10VbGCpgC4FtmYSwBLvIDX,https://api.spotify.com/v1/tracks/10VbGCpgC4FtmYSwBLvIDX,https://api.spotify.com/v1/audio-analysis/10VbGCpgC4FtmYSwBLvIDX,204493.0,4.0,Theme From Mahogany (Do You Know Where You're Going To) - Single Version,Diana Ross,nothot,2,2
947,0.49,0.758,7.0,-6.491,1.0,0.0297,0.000671,0.484,0.092,0.435,112.114,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413.0,4.0,Heroes - 2017 Remaster,David Bowie,nothot,5,5
948,0.326,0.872,2.0,-7.602,1.0,0.122,0.214,0.0,0.461,0.492,173.381,audio_features,2g7gviEeJr6pyxO7G35EWQ,spotify:track:2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/tracks/2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/audio-analysis/2g7gviEeJr6pyxO7G35EWQ,508333.0,4.0,Paradise By the Dashboard Light,Meat Loaf,nothot,1,1
949,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,audio_features,07GvNcU1WdyZJq3XxP0kZa,spotify:track:07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/tracks/07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/audio-analysis/07GvNcU1WdyZJq3XxP0kZa,223613.0,4.0,Go Your Own Way - 2004 Remaster,Fleetwood Mac,nothot,1,1
950,0.388,0.338,10.0,-10.054,1.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765,audio_features,2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/tracks/2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/audio-analysis/2RlgNHKcydI9sayD2Df2xp,303373.0,4.0,Mr. Blue Sky,Electric Light Orchestra,nothot,2,2
951,0.406,0.306,3.0,-10.482,1.0,0.0372,0.313,0.0079,0.0727,0.073,135.272,audio_features,5pSSEkT0963muzzIjsVkrs,spotify:track:5pSSEkT0963muzzIjsVkrs,https://api.spotify.com/v1/tracks/5pSSEkT0963muzzIjsVkrs,https://api.spotify.com/v1/audio-analysis/5pSSEkT0963muzzIjsVkrs,652560.0,4.0,Fool's Overture,Supertramp,nothot,2,2
952,0.292,0.838,9.0,-4.459,1.0,0.078,0.0014,0.479,0.0953,0.423,159.176,audio_features,4wYq5wugZDzQiMZQYG4wVB,spotify:track:4wYq5wugZDzQiMZQYG4wVB,https://api.spotify.com/v1/tracks/4wYq5wugZDzQiMZQYG4wVB,https://api.spotify.com/v1/audio-analysis/4wYq5wugZDzQiMZQYG4wVB,333800.0,4.0,Whole Lotta Rosie,AC/DC,nothot,5,5
953,0.693,0.497,2.0,-7.316,1.0,0.119,0.679,0.0,0.258,0.473,81.308,audio_features,54flyrjcdnQdco7300avMJ,spotify:track:54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/tracks/54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/audio-analysis/54flyrjcdnQdco7300avMJ,122067.0,4.0,We Will Rock You - Remastered,Queen,nothot,0,0
954,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213.0,4.0,The Chain - 2004 Remaster,Fleetwood Mac,nothot,1,1
955,0.814,0.482,9.0,-10.493,1.0,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,audio_features,6A9mKXlFRPMPem6ygQSt7z,spotify:track:6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/tracks/6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/audio-analysis/6A9mKXlFRPMPem6ygQSt7z,180267.0,4.0,Three Little Birds,Bob Marley & The Wailers,nothot,10,10
956,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172,64.223,audio_features,7ccI9cStQbQdystvc6TvxD,spotify:track:7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/tracks/7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/audio-analysis/7ccI9cStQbQdystvc6TvxD,179200.0,4.0,We Are The Champions - Remastered 2011,Queen,nothot,8,8
957,0.292,0.324,3.0,-11.996,1.0,0.0346,0.797,0.000473,0.12,0.384,176.631,audio_features,5RgFlk1fcClZd0Y4SGYhqH,spotify:track:5RgFlk1fcClZd0Y4SGYhqH,https://api.spotify.com/v1/tracks/5RgFlk1fcClZd0Y4SGYhqH,https://api.spotify.com/v1/audio-analysis/5RgFlk1fcClZd0Y4SGYhqH,201373.0,3.0,She's Always a Woman,Billy Joel,nothot,4,4
958,0.367,0.712,10.0,-9.942,0.0,0.0614,0.0963,0.0159,0.127,0.322,112.404,audio_features,2tfF0ihNIYnh64wJoLhtZZ,spotify:track:2tfF0ihNIYnh64wJoLhtZZ,https://api.spotify.com/v1/tracks/2tfF0ihNIYnh64wJoLhtZZ,https://api.spotify.com/v1/audio-analysis/2tfF0ihNIYnh64wJoLhtZZ,488067.0,3.0,Worn Down Piano,The Mark & Clark Band,nothot,4,4
959,0.475,0.322,7.0,-10.687,1.0,0.0283,0.367,0.00056,0.11,0.387,93.503,audio_features,6zeE5tKyr8Nu882DQhhSQI,spotify:track:6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI,206267.0,4.0,Dust in the Wind,Kansas,nothot,8,8
960,0.204,0.837,5.0,-7.618,1.0,0.0676,0.281,0.00405,0.291,0.392,171.514,audio_features,3mCeeoBvTTpg8Xy2Wuvirw,spotify:track:3mCeeoBvTTpg8Xy2Wuvirw,https://api.spotify.com/v1/tracks/3mCeeoBvTTpg8Xy2Wuvirw,https://api.spotify.com/v1/audio-analysis/3mCeeoBvTTpg8Xy2Wuvirw,590000.0,4.0,Bat Out of Hell,Meat Loaf,nothot,1,1
961,0.683,0.63,11.0,-8.844,1.0,0.0296,0.363,0.000873,0.314,0.481,102.457,audio_features,1CM1wOqD2AIjt2MWd31LV2,spotify:track:1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/tracks/1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/audio-analysis/1CM1wOqD2AIjt2MWd31LV2,261440.0,1.0,Solsbury Hill,Peter Gabriel,nothot,4,4
962,0.283,0.417,4.0,-9.124,1.0,0.0404,0.835,0.0,0.102,0.373,201.145,audio_features,08GOw3NsrJ0LsCCeyqzt3b,spotify:track:08GOw3NsrJ0LsCCeyqzt3b,https://api.spotify.com/v1/tracks/08GOw3NsrJ0LsCCeyqzt3b,https://api.spotify.com/v1/audio-analysis/08GOw3NsrJ0LsCCeyqzt3b,229453.0,4.0,Thank You For The Music,ABBA,nothot,2,2
963,0.572,0.214,7.0,-15.625,1.0,0.0293,0.649,0.129,0.125,0.485,95.542,audio_features,6zC0mpGYwbNTpk9SKwh08f,spotify:track:6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/tracks/6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/audio-analysis/6zC0mpGYwbNTpk9SKwh08f,225027.0,4.0,Wonderful Tonight,Eric Clapton,nothot,3,3
964,0.383,0.97,9.0,-5.638,1.0,0.0435,0.0276,0.0,0.0942,0.62,101.603,audio_features,21YxK0klhpfLW8budkJaMF,spotify:track:21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/tracks/21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/audio-analysis/21YxK0klhpfLW8budkJaMF,313926.0,4.0,Lust For Life,Iggy Pop,nothot,6,6
965,0.477,0.697,0.0,-7.878,1.0,0.0387,0.403,0.262,0.311,0.832,130.365,audio_features,44JITu0xanJn3TLMQZJw0G,spotify:track:44JITu0xanJn3TLMQZJw0G,https://api.spotify.com/v1/tracks/44JITu0xanJn3TLMQZJw0G,https://api.spotify.com/v1/audio-analysis/44JITu0xanJn3TLMQZJw0G,249027.0,4.0,She's Not There,Santana,nothot,0,0
966,0.702,0.773,10.0,-9.256,0.0,0.0343,0.0288,0.00871,0.147,0.953,103.564,audio_features,5ubvP9oKmxLUVq506fgLhk,spotify:track:5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/tracks/5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/audio-analysis/5ubvP9oKmxLUVq506fgLhk,285373.0,4.0,Stayin' Alive,Bee Gees,nothot,10,10
967,0.721,0.521,2.0,-8.123,1.0,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413.0,4.0,Psycho Killer - 2005 Remaster,Talking Heads,nothot,0,0
968,0.58,0.0842,5.0,-15.52,1.0,0.0302,0.982,0.00126,0.11,0.388,92.123,audio_features,2JoUtztTqCN4ZhmbRDGPIL,spotify:track:2JoUtztTqCN4ZhmbRDGPIL,https://api.spotify.com/v1/tracks/2JoUtztTqCN4ZhmbRDGPIL,https://api.spotify.com/v1/audio-analysis/2JoUtztTqCN4ZhmbRDGPIL,200813.0,4.0,Songbird - 2004 Remaster,Fleetwood Mac,nothot,3,3
969,0.332,0.725,11.0,-5.809,0.0,0.116,0.000209,0.607,0.0767,0.422,182.364,audio_features,753KutoAy00apPsplMRetG,spotify:track:753KutoAy00apPsplMRetG,https://api.spotify.com/v1/tracks/753KutoAy00apPsplMRetG,https://api.spotify.com/v1/audio-analysis/753KutoAy00apPsplMRetG,366347.0,4.0,Let There Be Rock,AC/DC,nothot,5,5
970,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,audio_features,4bEb3KE4mSKlTFjtWJQBqO,spotify:track:4bEb3KE4mSKlTFjtWJQBqO,https://api.spotify.com/v1/tracks/4bEb3KE4mSKlTFjtWJQBqO,https://api.spotify.com/v1/audio-analysis/4bEb3KE4mSKlTFjtWJQBqO,193347.0,4.0,Don't Stop - 2004 Remaster,Fleetwood Mac,nothot,10,10
971,0.689,0.675,0.0,-16.248,1.0,0.0434,0.0127,0.647,0.0987,0.937,128.1,audio_features,4rS63BySQrdWuTswkkZ5iS,spotify:track:4rS63BySQrdWuTswkkZ5iS,https://api.spotify.com/v1/tracks/4rS63BySQrdWuTswkkZ5iS,https://api.spotify.com/v1/audio-analysis/4rS63BySQrdWuTswkkZ5iS,493600.0,4.0,I Feel Love,Donna Summer,nothot,5,5
972,0.498,0.889,0.0,-5.413,1.0,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,audio_features,15BQ7vEDv2LJuh8TxWIhtd,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/tracks/15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/audio-analysis/15BQ7vEDv2LJuh8TxWIhtd,283360.0,4.0,The Passenger,Iggy Pop,nothot,9,9
973,0.352,0.532,2.0,-9.924,1.0,0.0362,0.284,0.0,0.178,0.4,136.013,audio_features,7J7fNdedcP2urV48omGkHu,spotify:track:7J7fNdedcP2urV48omGkHu,https://api.spotify.com/v1/tracks/7J7fNdedcP2urV48omGkHu,https://api.spotify.com/v1/audio-analysis/7J7fNdedcP2urV48omGkHu,247815.0,4.0,Het Werd Zomer,Rob De Nijs,nothot,2,2
974,0.684,0.675,11.0,-8.123,1.0,0.0257,0.163,0.0,0.242,0.924,107.064,audio_features,5BckPAYcKEJuYs1eV1BHHe,spotify:track:5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/tracks/5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/audio-analysis/5BckPAYcKEJuYs1eV1BHHe,243933.0,4.0,Take A Chance On Me,ABBA,nothot,10,10
975,0.531,0.818,2.0,-5.358,1.0,0.0452,0.0694,0.0096,0.263,0.471,90.767,audio_features,6XUHsYE38CEbYunT983O9G,spotify:track:6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,248173.0,4.0,Give A Little Bit,Supertramp,nothot,6,6
976,0.667,0.804,2.0,-8.583,1.0,0.0398,0.0328,0.0544,0.0632,0.759,105.797,audio_features,1vP2JEXRsGrFbwOZ0foOQ5,spotify:track:1vP2JEXRsGrFbwOZ0foOQ5,https://api.spotify.com/v1/tracks/1vP2JEXRsGrFbwOZ0foOQ5,https://api.spotify.com/v1/audio-analysis/1vP2JEXRsGrFbwOZ0foOQ5,184382.0,4.0,Sound and Vision - 2017 Remaster,David Bowie,nothot,0,0
977,0.459,0.681,2.0,-8.773,1.0,0.0794,0.254,0.0,0.498,0.68,125.02,audio_features,7wawEkN4nhPqSBWleGvdxa,spotify:track:7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/tracks/7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/audio-analysis/7wawEkN4nhPqSBWleGvdxa,304440.0,4.0,You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,nothot,9,9
978,0.586,0.48,9.0,-9.138,1.0,0.0243,0.385,0.0,0.0947,0.488,79.873,audio_features,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/tracks/2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,324440.0,4.0,Two Out of Three Ain't Bad,Meat Loaf,nothot,8,8
979,0.699,0.502,9.0,-12.526,1.0,0.0278,0.0607,0.0337,0.317,0.676,105.266,audio_features,3ykSdTGmYPFl8pDBXer1zG,spotify:track:3ykSdTGmYPFl8pDBXer1zG,https://api.spotify.com/v1/tracks/3ykSdTGmYPFl8pDBXer1zG,https://api.spotify.com/v1/audio-analysis/3ykSdTGmYPFl8pDBXer1zG,221640.0,4.0,Cocaine,Eric Clapton,nothot,10,10
980,0.548,0.691,4.0,-13.553,0.0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933.0,4.0,Barracuda,Heart,nothot,0,0
981,0.725,0.523,10.0,-9.593,1.0,0.324,0.0783,0.0,0.0665,0.95,76.292,audio_features,2HcyIzVsX45jLIxK7SH2aI,spotify:track:2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/tracks/2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/audio-analysis/2HcyIzVsX45jLIxK7SH2aI,172933.0,4.0,One Love / People Get Ready - Medley,Bob Marley & The Wailers,nothot,7,7
982,0.562,0.609,3.0,-7.063,0.0,0.0271,0.0264,0.0,0.17,0.512,130.753,audio_features,7vidktgNZFQylTgH1GEnMs,spotify:track:7vidktgNZFQylTgH1GEnMs,https://api.spotify.com/v1/tracks/7vidktgNZFQylTgH1GEnMs,https://api.spotify.com/v1/audio-analysis/7vidktgNZFQylTgH1GEnMs,200213.0,4.0,Cold as Ice,Foreigner,nothot,6,6
983,0.656,0.565,9.0,-8.722,1.0,0.0301,0.357,0.000192,0.0629,0.615,77.049,audio_features,1lDo24S34NvI1pAg7Oxldc,spotify:track:1lDo24S34NvI1pAg7Oxldc,https://api.spotify.com/v1/tracks/1lDo24S34NvI1pAg7Oxldc,https://api.spotify.com/v1/audio-analysis/1lDo24S34NvI1pAg7Oxldc,291867.0,4.0,The Name Of The Game,ABBA,nothot,10,10
984,0.598,0.735,2.0,-10.882,1.0,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,58PSYdY0GFg0LFb2PxYk4T,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133.0,3.0,Mannish Boy,Muddy Waters,nothot,9,9
985,0.806,0.462,2.0,-12.778,1.0,0.0298,0.78,0.0134,0.15,0.736,92.726,audio_features,1JkZg3eMQTmTn93E8Yd3UL,spotify:track:1JkZg3eMQTmTn93E8Yd3UL,https://api.spotify.com/v1/tracks/1JkZg3eMQTmTn93E8Yd3UL,https://api.spotify.com/v1/audio-analysis/1JkZg3eMQTmTn93E8Yd3UL,191227.0,4.0,I Want You to Want Me,Cheap Trick,nothot,3,3
986,0.42,0.922,5.0,-5.61,1.0,0.115,0.392,0.000532,0.124,0.352,98.474,audio_features,16Gfzj4yFMlv7s0TlExRqy,spotify:track:16Gfzj4yFMlv7s0TlExRqy,https://api.spotify.com/v1/tracks/16Gfzj4yFMlv7s0TlExRqy,https://api.spotify.com/v1/audio-analysis/16Gfzj4yFMlv7s0TlExRqy,454212.0,4.0,Scenes from an Italian Restaurant,Billy Joel,nothot,6,6
987,0.274,0.908,9.0,-5.419,1.0,0.0691,0.00103,0.00219,0.154,0.483,148.246,audio_features,6ui6l3ZNvlrGQZArwo8195,spotify:track:6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195,200080.0,4.0,God Save the Queen,Sex Pistols,nothot,1,1
988,0.747,0.448,4.0,-15.043,1.0,0.0646,0.422,0.00194,0.123,0.947,128.582,audio_features,6xMoOFdqr5PYifDZnnL3sx,spotify:track:6xMoOFdqr5PYifDZnnL3sx,https://api.spotify.com/v1/tracks/6xMoOFdqr5PYifDZnnL3sx,https://api.spotify.com/v1/audio-analysis/6xMoOFdqr5PYifDZnnL3sx,219693.0,4.0,Spanish Stroll,Mink DeVille,nothot,0,0
989,0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,audio_features,7Kszjzps0xbQXyo1pO4KfE,spotify:track:7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/tracks/7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/audio-analysis/7Kszjzps0xbQXyo1pO4KfE,331360.0,4.0,Le Freak - 2018 Remaster,CHIC,nothot,10,10
990,0.692,0.651,9.0,-8.267,1.0,0.0324,0.292,0.00241,0.105,0.706,97.923,audio_features,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/tracks/0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,254560.0,4.0,Lovely Day,Bill Withers,nothot,10,10
991,0.523,0.93,0.0,-6.994,1.0,0.104,0.389,0.000134,0.815,0.313,117.265,audio_features,3pyoAvbBO4kDKkh999Miyj,spotify:track:3pyoAvbBO4kDKkh999Miyj,https://api.spotify.com/v1/tracks/3pyoAvbBO4kDKkh999Miyj,https://api.spotify.com/v1/audio-analysis/3pyoAvbBO4kDKkh999Miyj,243920.0,4.0,Isn't It Time,The Babys,nothot,9,9
992,0.589,0.453,7.0,-8.912,1.0,0.0397,0.703,2.54e-05,0.134,0.513,139.148,audio_features,49MHCPzvMLXhRjDantBMVH,spotify:track:49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/tracks/49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/audio-analysis/49MHCPzvMLXhRjDantBMVH,290573.0,4.0,Just the Way You Are,Billy Joel,nothot,2,2
993,0.323,0.978,5.0,-3.841,1.0,0.118,0.0422,0.00019,0.201,0.168,134.222,audio_features,3LoDeIbiR12sAznmpNEmKA,spotify:track:3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA,211973.0,4.0,Anarchy in the U.K.,Sex Pistols,nothot,6,6
994,0.625,0.591,7.0,-9.127,0.0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,audio_features,28H3wOEKsaEa8NBEYCLl4j,spotify:track:28H3wOEKsaEa8NBEYCLl4j,https://api.spotify.com/v1/tracks/28H3wOEKsaEa8NBEYCLl4j,https://api.spotify.com/v1/audio-analysis/28H3wOEKsaEa8NBEYCLl4j,213693.0,4.0,You Make Loving Fun - 2004 Remaster,Fleetwood Mac,nothot,10,10
995,0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400.0,4.0,Sultans of Swing,Dire Straits,nothot,10,10
996,0.337,0.331,1.0,-14.199,0.0,0.0342,0.645,0.0752,0.153,0.35,101.643,audio_features,6XzBlaRUFcps7zkKgZWh7E,spotify:track:6XzBlaRUFcps7zkKgZWh7E,https://api.spotify.com/v1/tracks/6XzBlaRUFcps7zkKgZWh7E,https://api.spotify.com/v1/audio-analysis/6XzBlaRUFcps7zkKgZWh7E,305253.0,4.0,Laat Me,Ramses Shaffy,nothot,3,3
997,0.481,0.392,1.0,-11.381,1.0,0.0312,0.366,0.0452,0.124,0.52,124.572,audio_features,5YSI1311X8t31PBjkBG4CZ,spotify:track:5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/tracks/5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/audio-analysis/5YSI1311X8t31PBjkBG4CZ,269067.0,4.0,Wuthering Heights,Kate Bush,nothot,2,2
998,0.618,0.748,0.0,-8.905,1.0,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947.0,4.0,Roxanne,The Police,nothot,7,7
999,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,audio_features,4aVuWgvD0X63hcOCnZtNFA,spotify:track:4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA,235547.0,4.0,Hold the Line,TOTO,nothot,6,6
1000,0.249,0.261,0.0,-10.592,1.0,0.0334,0.962,0.00154,0.136,0.195,90.007,audio_features,4xjVfArXNQRxAvsUpjmfMt,spotify:track:4xjVfArXNQRxAvsUpjmfMt,https://api.spotify.com/v1/tracks/4xjVfArXNQRxAvsUpjmfMt,https://api.spotify.com/v1/audio-analysis/4xjVfArXNQRxAvsUpjmfMt,158693.0,4.0,The Man with the Child in His Eyes,Kate Bush,nothot,3,3
1001,0.609,0.777,4.0,-7.548,1.0,0.0487,0.0862,1.16e-05,0.278,0.852,122.612,audio_features,0M1YQiRGel1tTMjA3orfRd,spotify:track:0M1YQiRGel1tTMjA3orfRd,https://api.spotify.com/v1/tracks/0M1YQiRGel1tTMjA3orfRd,https://api.spotify.com/v1/audio-analysis/0M1YQiRGel1tTMjA3orfRd,242453.0,4.0,Badlands,Bruce Springsteen,nothot,0,0
1002,0.497,0.349,7.0,-14.0,1.0,0.0297,0.0929,0.028,0.259,0.421,113.762,audio_features,5gOd6zDC8vhlYjqbQdJVWP,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/tracks/5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/audio-analysis/5gOd6zDC8vhlYjqbQdJVWP,365627.0,4.0,Baker Street,Gerry Rafferty,nothot,8,8
1003,0.837,0.38,7.0,-13.341,0.0,0.064,0.541,0.00789,0.198,0.892,104.995,audio_features,1LOZMYF5s8qhW7Rv4w2gun,spotify:track:1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/tracks/1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/audio-analysis/1LOZMYF5s8qhW7Rv4w2gun,267947.0,4.0,Dreadlock Holiday,10cc,nothot,10,10
1004,0.425,0.686,7.0,-7.709,1.0,0.0571,0.0594,0.0,0.358,0.515,88.257,audio_features,35cljnTV9schHORuqWF8mA,spotify:track:35cljnTV9schHORuqWF8mA,https://api.spotify.com/v1/tracks/35cljnTV9schHORuqWF8mA,https://api.spotify.com/v1/audio-analysis/35cljnTV9schHORuqWF8mA,203280.0,4.0,Fat Bottomed Girls - Single Version,Queen,nothot,6,6
1005,0.472,0.9,8.0,-6.406,0.0,0.0582,0.148,0.000297,0.34,0.42,95.826,audio_features,3KhF2YiNpJvGpfiCW45R6D,spotify:track:3KhF2YiNpJvGpfiCW45R6D,https://api.spotify.com/v1/tracks/3KhF2YiNpJvGpfiCW45R6D,https://api.spotify.com/v1/audio-analysis/3KhF2YiNpJvGpfiCW45R6D,214960.0,4.0,Runnin' with the Devil - 2015 Remaster,Van Halen,nothot,6,6
1006,0.429,0.669,0.0,-6.446,0.0,0.0783,0.0637,0.0,0.0955,0.611,82.725,audio_features,3lUx27TOwV2nAiKwnYYXxe,spotify:track:3lUx27TOwV2nAiKwnYYXxe,https://api.spotify.com/v1/tracks/3lUx27TOwV2nAiKwnYYXxe,https://api.spotify.com/v1/audio-analysis/3lUx27TOwV2nAiKwnYYXxe,180813.0,4.0,Bicycle Race - Remastered 2011,Queen,nothot,0,0
1007,0.386,0.7,7.0,-10.816,1.0,0.0412,0.154,0.0881,0.087,0.769,185.777,audio_features,6gyU6PaPpzTCUYzZcVICwk,spotify:track:6gyU6PaPpzTCUYzZcVICwk,https://api.spotify.com/v1/tracks/6gyU6PaPpzTCUYzZcVICwk,https://api.spotify.com/v1/audio-analysis/6gyU6PaPpzTCUYzZcVICwk,239333.0,4.0,Follow You Follow Me - 2007 Remaster,Genesis,nothot,1,1
